CRN,Class Name,Building,long,lat,Size,start,end,mon,tues,wed,thur,fri
94337,ID 4823 ADR,East Architecture 104,33.776177,-84.395459,17,15,17,False,True,False,True,False
92036,ID 4823 AIE,West Architecture 359,33.776076,-84.396114,6,14,15,False,True,False,True,False
88728,ID 4823 AMC,West Architecture 358,33.776076,-84.396114,16,12,14,False,True,False,True,False
85036,ID 4833 1,East Architecture 207,33.776177,-84.395459,16,11,12,True,False,True,False,False
86198,ID 4833 3,East Architecture 104,33.776177,-84.395459,17,14,17,False,False,False,False,True
94283,ID 4843 YEN,Clough UG Learning Commons 129,33.774909,-84.396404,1,14,15,False,True,False,True,False
81248,ID 6100 1,Ford Environmental Sci & Tech L1175,33.779004,-84.395849,31,12,14,False,True,False,True,False
89510,ID 6102 1,West Architecture 150,33.776076,-84.396114,10,8,12,True,False,True,False,False
89512,ID 6104 1,West Architecture 150,33.776076,-84.396114,13,17,18,True,False,True,False,False
88756,ID 6105 1,West Architecture 150,33.776076,-84.396114,27,9,11,False,True,False,True,False
90194,ID 6107 1,West Architecture 265,33.776076,-84.396114,8,17,18,False,True,False,True,False
92445,ID 6211 1,West Architecture 150,33.776076,-84.396114,14,8,12,True,False,True,False,False
89511,ID 6211 2,West Architecture 150,33.776076,-84.396114,17,12,16,True,False,True,False,False
92431,ID 6216 1,Clough UG Learning Commons 127,33.774909,-84.396404,27,18,21,False,True,False,False,False
90762,ID 6753 2,Instructional Center 111,33.775587,-84.401213,32,15,17,False,False,False,True,False
86778,ID 6763 1,East Architecture 107,33.776177,-84.395459,16,17,20,False,True,False,False,False
94347,ID 8803 AIE,West Architecture 359,33.776076,-84.396114,22,14,15,False,True,False,True,False
90257,ID 8803 SG,Molecular Sciences and Engr 1224,33.779836,-84.396666,7,14,15,False,True,False,True,False
94270,ID 8803 SGD,Clough UG Learning Commons 325,33.774909,-84.396404,6,14,17,False,False,False,False,True
88661,ID 8803 WTW,D.M. Smith 207,33.773801,-84.395122,13,9,11,False,True,False,True,False
92612,ID 8803 YB,Clough UG Learning Commons 102,33.774909,-84.396404,7,18,21,False,True,False,False,False
82659,INTA 1110 A,Van Leer C240,33.776065,-84.397116,20,15,17,False,True,False,True,False
93701,INTA 1110 B,D.M. Smith 104,33.773801,-84.395122,45,9,11,False,True,False,True,False
82660,INTA 1200 A,Howey Physics L1,33.777622,-84.398785,243,14,15,True,False,True,False,True
82661,INTA 2010 A,Howey Physics N210,33.777622,-84.398785,20,11,12,True,False,True,False,True
86100,INTA 2030 A,Howey Physics L3,33.777622,-84.398785,112,12,13,False,True,False,True,True
82662,INTA 2040 A,Howey Physics L5,33.777622,-84.398785,45,15,17,True,False,True,False,False
85212,INTA 2050 A,Habersham G17,33.773978,-84.404311,30,9,10,False,True,False,True,True
93482,INTA 2100 A,Habersham 136,33.773978,-84.404311,19,14,15,False,True,False,True,False
93483,INTA 2221 A,Habersham G17,33.773978,-84.404311,27,14,15,False,True,False,True,False
93484,INTA 2260 A,Howey Physics S106,33.777622,-84.398785,25,14,15,True,False,True,False,False
93688,INTA 3012 A,Old Civil Engr G10,33.7742,-84.394637,23,15,17,True,False,True,False,False
88265,INTA 3042 A,Habersham G17,33.773978,-84.404311,14,17,20,False,False,True,False,False
93485,INTA 3043 A,Habersham G17,33.773978,-84.404311,15,12,14,True,False,True,False,False
91749,INTA 3044 A,Guggenheim Aerospace 246,33.771771,-84.395796,24,12,14,True,False,True,False,False
91750,INTA 3102 A,Habersham 136,33.773978,-84.404311,7,12,14,True,False,True,False,False
86206,INTA 3110 A,Habersham G17,33.773978,-84.404311,26,15,17,False,True,False,True,False
82663,INTA 3203 A,Habersham G17,33.773978,-84.404311,30,14,15,True,False,True,False,False
93488,INTA 3230 A,Habersham G17,33.773978,-84.404311,17,12,14,False,True,False,True,False
91752,INTA 3231 A,Habersham G17,33.773978,-84.404311,18,9,11,True,False,True,False,False
93489,INTA 3240 A,Skiles 270,33.773568,-84.395957,22,17,18,False,True,False,True,False
82664,INTA 3301 A,Engineering Sci and Mechanics 201,33.772114,-84.395289,26,15,17,False,True,False,True,False
88266,INTA 3304 A,West Architecture 259,33.776076,-84.396114,14,11,12,True,False,True,False,False
93491,INTA 4016 A,Habersham G17,33.773978,-84.404311,15,11,12,True,False,True,False,False
91756,INTA 4060 A,Habersham 136,33.773978,-84.404311,14,11,12,True,False,True,False,False
93514,INTA 4340 A,Habersham 136,33.773978,-84.404311,12,15,17,False,True,False,True,False
83727,INTA 4500 A,Habersham 136,33.773978,-84.404311,20,8,11,False,False,True,False,False
82665,INTA 4740 A,Habersham 136,33.773978,-84.404311,15,9,11,False,True,False,True,False
93515,INTA 4745 A,Guggenheim Aerospace 246,33.771771,-84.395796,9,15,17,True,False,True,False,False
88458,INTA 4811 KB,Habersham G17,33.773978,-84.404311,7,14,17,False,False,False,False,True
82666,INTA 6003 A,Habersham G17,33.773978,-84.404311,14,18,21,False,False,False,True,False
84568,INTA 6004 A,Habersham 136,33.773978,-84.404311,8,15,17,True,False,True,False,False
88331,INTA 6011 A,West Architecture 259,33.776076,-84.396114,5,11,12,True,False,True,False,False
93898,INTA 6015 A,Habersham 136,33.773978,-84.404311,10,14,15,True,False,True,False,False
83416,INTA 6102 A,Habersham G17,33.773978,-84.404311,16,18,21,False,True,False,False,False
88325,INTA 6103 A,Habersham 136,33.773978,-84.404311,17,18,21,False,True,False,False,False
93933,INTA 6306 A,Habersham G17,33.773978,-84.404311,5,18,21,True,False,False,False,False
89851,INTA 6704 A,Habersham 136,33.773978,-84.404311,18,12,14,False,True,False,True,False
93681,INTA 6745 A,Guggenheim Aerospace 246,33.771771,-84.395796,6,15,17,True,False,True,False,False
82667,INTA 8000 A,Habersham G17,33.773978,-84.404311,6,11,14,False,False,False,False,True
93565,INTA 8803 AF,Habersham 136,33.773978,-84.404311,4,15,17,False,True,False,True,False
87269,INTA 8803 AS,Habersham G17,33.773978,-84.404311,11,17,20,False,False,True,False,False
91841,INTA 8803 BW,Habersham G17,33.773978,-84.404311,6,9,11,True,False,True,False,False
91848,INTA 8803 DA,Guggenheim Aerospace 246,33.771771,-84.395796,2,12,14,True,False,True,False,False
93502,INTA 8803 FW,Habersham G17,33.773978,-84.404311,4,12,14,False,True,False,True,False
93505,INTA 8803 LR,Habersham G17,33.773978,-84.404311,4,11,12,True,False,True,False,False
93716,INTA 8803 LS,Skiles 270,33.773568,-84.395957,3,17,18,False,True,False,True,False
93501,INTA 8803 MB,Habersham G17,33.773978,-84.404311,15,12,14,True,False,True,False,False
91844,INTA 8803 MF,Habersham 136,33.773978,-84.404311,2,11,12,True,False,True,False,False
91839,INTA 8803 RW,Habersham 136,33.773978,-84.404311,5,12,14,True,False,True,False,False
93689,INTA 8803 SG,Old Civil Engr G10,33.7742,-84.394637,1,15,17,True,False,True,False,False
80307,JAPN 1001 A,Engineering Sci and Mechanics 201,33.772114,-84.395289,22,9,10,True,False,True,False,True
86960,JAPN 1001 B,D.M. Smith 207,33.773801,-84.395122,22,14,15,True,False,True,False,True
87243,JAPN 1001 C,Skiles 317,33.773568,-84.395957,25,15,17,False,True,False,True,False
80308,JAPN 1002 A,D.M. Smith 207,33.773801,-84.395122,24,12,13,True,False,True,False,True
80311,JAPN 2001 A,Engineering Sci and Mechanics 202,33.772114,-84.395289,22,14,15,True,False,True,False,True
81452,JAPN 2002 A,Clough UG Learning Commons 423,33.774909,-84.396404,25,15,16,True,False,True,False,True
88271,JAPN 3001 A,Swann 320,33.771658,-84.395302,17,15,17,False,True,False,True,False
91712,JAPN 3401 A,Skiles 255,33.773568,-84.395957,29,12,14,True,False,True,False,False
84108,JAPN 4113 A,Swann 320,33.771658,-84.395302,14,12,14,False,True,False,True,False
91536,JAPN 4193 A,Swann 115,33.771658,-84.395302,10,15,17,True,False,True,False,False
93131,JAPN 4813 A,Swann 106,33.771658,-84.395302,12,15,17,False,True,False,True,False
93129,JAPN 6193 A,Swann 115,33.771658,-84.395302,1,15,17,True,False,True,False,False
89526,JAPN 8803 A,Swann 320,33.771658,-84.395302,2,12,14,False,True,False,True,False
93132,JAPN 8803 B,Swann 106,33.771658,-84.395302,2,15,17,False,True,False,True,False
83429,KOR 1001 A,Engineering Sci and Mechanics G8,33.772114,-84.395289,24,11,12,True,False,True,False,True
90759,KOR 1001 B,D.M. Smith 304,33.773801,-84.395122,22,12,13,True,False,True,False,True
90760,KOR 1001 C,D.M. Smith 304,33.773801,-84.395122,24,14,15,True,False,True,False,True
88276,KOR 1002 A,D.M. Smith 15,33.773801,-84.395122,24,12,13,True,False,True,False,True
82784,KOR 2001 A,Engineering Sci and Mechanics 202,33.772114,-84.395289,24,11,12,True,False,True,False,True
88277,KOR 2001 B,D.M. Smith 11,33.773801,-84.395122,23,12,14,True,False,True,False,False
86680,KOR 3001 A,D.M. Smith 11,33.773801,-84.395122,18,11,12,True,False,True,False,False
90742,KOR 3415 A,Skiles 371,33.773568,-84.395957,29,9,11,False,True,False,True,False
83728,KOR 4001 A,Swann 325,33.771658,-84.395302,16,12,14,False,True,False,True,False
93137,KOR 4060 A,Swann 325,33.771658,-84.395302,16,14,15,False,True,False,True,False
93135,KOR 6001 A,Swann 325,33.771658,-84.395302,5,12,14,False,True,False,True,False
93138,KOR 6060 A,Swann 325,33.771658,-84.395302,3,14,15,False,True,False,True,False
92026,LING 3100 A,Skiles 269,33.773568,-84.395957,30,9,11,False,True,False,True,False
93139,LING 4100 A,Skiles 256,33.773568,-84.395957,10,14,15,False,True,False,True,False
93277,LING 8803 A,Skiles 256,33.773568,-84.395957,1,14,15,False,True,False,True,False
85061,LMC 2000 F,Skiles 002,33.773568,-84.395957,32,9,11,False,True,False,True,False
86708,LMC 2000 J,Skiles 002,33.773568,-84.395957,33,11,12,True,False,True,False,False
89498,LMC 2060 O,Skiles 371,33.773568,-84.395957,31,14,15,True,False,True,False,False
84932,LMC 2100 N,Skiles 002,33.773568,-84.395957,33,12,14,False,True,False,True,False
88332,LMC 2350 F,Skiles 311,33.773568,-84.395957,25,9,11,False,True,False,True,False
89610,LMC 2400 Q,Skiles 371,33.773568,-84.395957,34,15,17,True,False,True,False,False
88261,LMC 2410 B,Skiles 255,33.773568,-84.395957,22,11,12,True,False,True,False,True
85441,LMC 2500 O,Skiles 269,33.773568,-84.395957,32,14,15,True,False,True,False,False
86273,LMC 2500 Q,Manufacture Rel Discip Complex 2407,33.777187,-84.400484,69,15,17,True,False,True,False,False
88213,LMC 2700 E,College of Computing 17,33.777576,-84.397352,94,15,16,True,False,True,False,True
84936,LMC 2720 F,Skiles 346,33.773568,-84.395957,25,9,11,False,True,False,True,False
84935,LMC 2720 J,Skiles 346,33.773568,-84.395957,25,11,12,True,False,True,False,False
84937,LMC 2730 G,Skiles 268,33.773568,-84.395957,23,12,13,True,False,True,False,True
93882,LMC 3206 U,Skiles 317,33.773568,-84.395957,29,8,9,True,False,True,False,False
91501,LMC 3210 K,Skiles 311,33.773568,-84.395957,25,8,9,False,True,False,True,False
89515,LMC 3214 H,Skiles 168,33.773568,-84.395957,35,15,17,False,True,False,True,False
93012,LMC 3226 F,Skiles 317,33.773568,-84.395957,34,9,11,False,True,False,True,False
85442,LMC 3226 J,Skiles 370,33.773568,-84.395957,25,11,12,True,False,True,False,False
84940,LMC 3228 M,Skiles 271,33.773568,-84.395957,25,12,14,True,False,True,False,False
84981,LMC 3234 J,Skiles 010,33.773568,-84.395957,15,11,12,True,False,True,False,False
94159,LMC 3234 TS,Skiles 314,33.773568,-84.395957,14,17,20,False,False,True,False,False
88333,LMC 3236 X,Skiles 010,33.773568,-84.395957,10,9,11,True,False,True,False,False
93013,LMC 3253 Q,Skiles 368,33.773568,-84.395957,34,15,17,True,False,True,False,False
88262,LMC 3254 O,Clough UG Learning Commons 102,33.774909,-84.396404,63,14,15,True,False,True,False,False
89517,LMC 3259 N,Skiles 311,33.773568,-84.395957,27,12,14,False,True,False,True,False
93016,LMC 3262 N,Skiles 368,33.773568,-84.395957,28,12,14,False,True,False,True,False
88334,LMC 3263 D,Skiles 249,33.773568,-84.395957,24,15,17,False,True,False,True,False
84980,LMC 3304 M,Skiles 371,33.773568,-84.395957,33,12,14,True,False,True,False,False
91502,LMC 3318 O,Skiles 317,33.773568,-84.395957,34,14,15,True,False,True,False,False
85694,LMC 3402 D,Skiles 346,33.773568,-84.395957,18,14,15,False,True,False,True,False
84945,LMC 3403 BA1,Skiles 370,33.773568,-84.395957,23,12,14,False,True,False,True,False
84946,LMC 3403 BA2,Skiles 302,33.773568,-84.395957,23,14,15,False,True,False,True,False
84947,LMC 3403 BA3,Skiles 354,33.773568,-84.395957,22,15,17,False,True,False,True,False
84948,LMC 3403 BA4,Skiles 354,33.773568,-84.395957,23,9,11,False,True,False,True,False
84949,LMC 3403 BA5,Stephen C Hall 106,33.774134,-84.39396,22,12,14,False,True,False,True,False
84950,LMC 3403 BA6,Skiles 371,33.773568,-84.395957,21,15,17,False,True,False,True,False
89568,LMC 3403 CS1,Skiles 354,33.773568,-84.395957,23,12,14,True,False,True,False,False
84944,LMC 3403 CS2,Skiles 354,33.773568,-84.395957,23,14,15,False,True,False,True,False
84941,LMC 3403 CS3,Skiles 302,33.773568,-84.395957,22,15,17,False,True,False,True,False
89566,LMC 3403 CS4,Stephen C Hall 103,33.774134,-84.39396,23,8,9,True,False,True,False,False
86706,LMC 3403 CS5,Skiles 302,33.773568,-84.395957,22,17,18,False,True,False,True,False
89567,LMC 3403 CS6,Skiles 302,33.773568,-84.395957,23,9,11,True,False,True,False,False
84942,LMC 3403 CS7,Skiles 370,33.773568,-84.395957,18,8,9,True,False,True,False,False
91672,LMC 3403 CS8,D.M. Smith 11,33.773801,-84.395122,21,9,11,True,False,True,False,False
92328,LMC 3403 J,D.M. Smith 15,33.773801,-84.395122,21,11,12,True,False,True,False,False
90474,LMC 3403 LMC,Skiles 302,33.773568,-84.395957,21,12,14,True,False,True,False,False
93017,LMC 3404 D,Skiles 371,33.773568,-84.395957,35,14,15,False,True,False,True,False
93883,LMC 3404 X,Skiles 256,33.773568,-84.395957,32,9,11,True,False,True,False,False
94123,LMC 3405 I,Skiles 370,33.773568,-84.395957,32,17,18,True,False,True,False,False
94357,LMC 3406 H,Skiles 355,33.773568,-84.395957,15,15,17,False,True,False,True,False
84951,LMC 3406 M,Skiles 355,33.773568,-84.395957,15,12,14,True,False,True,False,False
91503,LMC 3407 F,Skiles 355,33.773568,-84.395957,13,9,11,False,True,False,True,False
91500,LMC 3412 X,D.M. Smith 304,33.773801,-84.395122,23,9,11,True,False,True,False,False
89569,LMC 3431 JIA,Van Leer E283,33.776065,-84.397116,49,11,12,True,False,False,False,False
85457,LMC 3431 JIB,Kendeda 230,33.778759,-84.399597,35,9,10,True,False,False,False,False
85458,LMC 3431 JIC,Van Leer E283,33.776065,-84.397116,50,12,13,True,False,False,False,False
85486,LMC 3431 JID,Molecular Sciences and Engr 1222,33.779836,-84.396666,48,14,15,True,False,False,False,False
85459,LMC 3432 JDA,College of Computing 101,33.777576,-84.397352,50,9,10,False,False,True,False,True
85460,LMC 3432 JDB,Molecular Sciences and Engr 1222,33.779836,-84.396666,50,11,12,False,False,True,False,True
85773,LMC 3432 JDD,College of Computing 101,33.777576,-84.397352,49,14,15,False,False,True,False,True
86323,LMC 3432 JDE,College of Computing 101,33.777576,-84.397352,50,15,16,False,False,True,False,True
86324,LMC 3432 JDF,College of Computing 101,33.777576,-84.397352,49,17,18,False,False,True,False,True
85461,LMC 3432 SLS,College of Computing 101,33.777576,-84.397352,50,12,13,False,False,True,False,True
93569,LMC 3452 I,Skiles 268,33.773568,-84.395957,22,17,18,False,True,False,True,False
86885,LMC 3705 TI,Clough UG Learning Commons 131,33.774909,-84.396404,10,17,20,False,True,False,False,False
84954,LMC 3710 O,Skiles 314,33.773568,-84.395957,25,14,15,True,False,True,False,False
89500,LMC 3813 D1,Skiles 355,33.773568,-84.395957,12,14,15,False,True,False,True,False
88335,LMC 4000 D,Skiles 168,33.773568,-84.395957,13,14,15,False,True,False,True,False
93018,LMC 4406 X,Skiles 371,33.773568,-84.395957,9,9,11,True,False,True,False,False
84966,LMC 4701 A,Skiles 256,33.773568,-84.395957,15,14,15,True,False,False,False,False
84967,LMC 4701 B,Stephen C Hall 103,33.774134,-84.39396,15,15,16,True,False,False,False,False
84970,LMC 4702 B,Skiles 270,33.773568,-84.395957,9,12,13,True,False,False,False,False
84971,LMC 4702 C,Skiles 368,33.773568,-84.395957,5,15,16,False,False,False,False,True
86094,LMC 4720 M,Skiles 357,33.773568,-84.395957,19,14,15,True,False,True,False,False
86727,LMC 4725 M,Skiles 346,33.773568,-84.395957,20,12,14,True,False,True,False,False
86071,LMC 4730 H,Skiles 346,33.773568,-84.395957,19,15,17,False,True,False,True,False
93021,LMC 4813 F,Skiles 343,33.773568,-84.395957,7,9,11,False,True,False,True,False
93020,LMC 4813 N,Skiles 343,33.773568,-84.395957,7,12,14,False,True,False,True,False
89637,LMC 6310 DM,Skiles 346,33.773568,-84.395957,15,9,10,True,False,True,False,False
88905,LMC 6310 DM1,Skiles 346,33.773568,-84.395957,15,12,15,False,False,False,False,True
90206,LMC 6310 HC1,Skiles 346,33.773568,-84.395957,7,9,11,False,False,False,False,True
90205,LMC 6310 HCI,Skiles 346,33.773568,-84.395957,7,15,16,True,False,True,False,False
92531,LMC 6317 AS,Skiles 010,33.773568,-84.395957,12,15,17,True,False,True,False,False
86065,LMC 6399 YL,Skiles 370,33.773568,-84.395957,22,14,15,True,False,True,False,False
87451,LMC 6743 RR,Old Civil Engr G10,33.7742,-84.394637,0,18,21,True,False,False,False,False
90755,LMC 6753 RH,Instructional Center 111,33.775587,-84.401213,13,15,17,False,False,False,True,False
85032,LMC 8000 JB,Skiles 010,33.773568,-84.395957,3,12,14,False,False,False,True,False
91610,LMC 8803 HC,Skiles 343,33.773568,-84.395957,7,9,11,False,True,False,True,False
88665,LMC 8803 IY,Skiles 314,33.773568,-84.395957,2,17,20,False,False,True,False,False
91614,LMC 8803 NH,Skiles 343,33.773568,-84.395957,7,12,14,False,True,False,True,False
84094,MGT 2106 A,Scheller College of Business 102,33.776533,-84.387765,70,9,11,False,True,False,True,False
85487,MGT 2106 B,Scheller College of Business 222,33.776533,-84.387765,70,12,14,False,True,False,True,False
80687,MGT 2106 C,Scheller College of Business 102,33.776533,-84.387765,69,14,15,False,True,False,True,False
94197,MGT 2106 D,Scheller College of Business 103,33.776533,-84.387765,65,15,17,False,True,False,True,False
88219,MGT 2210 A,Scheller College of Business 101,33.776533,-84.387765,64,9,11,True,False,True,False,False
88220,MGT 2210 B,Scheller College of Business 201,33.776533,-84.387765,75,12,14,True,False,True,False,False
88687,MGT 2210 C,Scheller College of Business 103,33.776533,-84.387765,72,14,15,True,False,True,False,False
81024,MGT 2250 A,Scheller College of Business 201,33.776533,-84.387765,74,11,12,True,False,True,False,False
88297,MGT 2250 B,Scheller College of Business 201,33.776533,-84.387765,73,15,17,False,False,False,True,False
81873,MGT 2250 C,Scheller College of Business 201,33.776533,-84.387765,71,17,18,False,False,False,True,False
87267,MGT 2255 A,Scheller College of Business 201,33.776533,-84.387765,65,8,9,True,False,True,False,False
87268,MGT 2255 B,Scheller College of Business 201,33.776533,-84.387765,65,9,10,True,False,True,False,False
87266,MGT 2255 C,Scheller College of Business 201,33.776533,-84.387765,64,15,17,False,True,False,False,False
85000,MGT 3000 A,Scheller College of Business 103,33.776533,-84.387765,60,11,12,True,False,True,False,False
82152,MGT 3000 B,Scheller College of Business 101,33.776533,-84.387765,61,14,15,True,False,True,False,False
85004,MGT 3000 TM1,Scheller College of Business 103,33.776533,-84.387765,15,11,12,True,False,True,False,False
84159,MGT 3000 TM2,Scheller College of Business 101,33.776533,-84.387765,12,14,15,True,False,True,False,False
82490,MGT 3062 A,Scheller College of Business 103,33.776533,-84.387765,66,9,11,True,False,True,False,False
85520,MGT 3062 B,Scheller College of Business 103,33.776533,-84.387765,72,12,14,True,False,True,False,False
88310,MGT 3062 C,Scheller College of Business 201,33.776533,-84.387765,69,15,17,True,False,True,False,False
80688,MGT 3076 A,Scheller College of Business 101,33.776533,-84.387765,75,14,15,False,True,False,True,False
93000,MGT 3078 A,Scheller College of Business 102,33.776533,-84.387765,69,15,17,False,True,False,True,False
80689,MGT 3078 B,Scheller College of Business 102,33.776533,-84.387765,64,17,18,False,True,False,True,False
93001,MGT 3078 TM1,Scheller College of Business 102,33.776533,-84.387765,4,15,17,False,True,False,True,False
85215,MGT 3078 TM2,Scheller College of Business 102,33.776533,-84.387765,4,17,18,False,True,False,True,False
85519,MGT 3079 A,Scheller College of Business 4167,33.776533,-84.387765,38,9,11,True,False,True,False,False
85588,MGT 3079 B,Scheller College of Business 202,33.776533,-84.387765,48,15,17,False,True,False,True,False
84998,MGT 3082 A,Scheller College of Business 103,33.776533,-84.387765,48,15,17,True,False,True,False,False
85526,MGT 3101 A,Scheller College of Business 222,33.776533,-84.387765,73,9,11,True,False,True,False,False
88453,MGT 3101 B,Scheller College of Business 222,33.776533,-84.387765,73,11,12,True,False,True,False,False
80722,MGT 3101 C,Scheller College of Business 222,33.776533,-84.387765,50,12,14,True,False,True,False,False
84592,MGT 3101 D,Scheller College of Business 101,33.776533,-84.387765,49,15,17,False,True,False,True,False
80693,MGT 3102 A,Scheller College of Business 102,33.776533,-84.387765,74,11,12,True,False,True,False,False
90669,MGT 3102 B,Scheller College of Business 102,33.776533,-84.387765,75,12,14,True,False,True,False,False
86165,MGT 3102 C,Scheller College of Business 200,33.776533,-84.387765,71,15,17,True,False,True,False,False
84999,MGT 3103 A,Scheller College of Business 101,33.776533,-84.387765,37,8,9,True,False,True,False,False
81110,MGT 3300 B,Scheller College of Business 203,33.776533,-84.387765,74,12,14,False,True,False,True,False
81262,MGT 3300 C,Scheller College of Business 203,33.776533,-84.387765,58,14,15,False,True,False,True,False
84090,MGT 3300 D,Scheller College of Business 300,33.776533,-84.387765,65,15,17,False,True,False,True,False
93299,MGT 3310 A,Scheller College of Business 102,33.776533,-84.387765,38,14,15,True,False,True,False,False
89597,MGT 3313 A,Scheller College of Business 103,33.776533,-84.387765,35,14,15,False,True,False,True,False
86171,MGT 3501 A,Scheller College of Business 222,33.776533,-84.387765,48,8,9,True,False,True,False,False
86170,MGT 3501 B,Scheller College of Business 202,33.776533,-84.387765,66,11,12,True,False,True,False,False
80690,MGT 3501 C,Scheller College of Business 202,33.776533,-84.387765,68,12,14,True,False,True,False,False
94165,MGT 3510 B,Scheller College of Business 202,33.776533,-84.387765,13,14,15,False,True,False,True,False
83741,MGT 3599 A,Scheller College of Business 103,33.776533,-84.387765,35,8,9,False,True,False,False,False
87282,MGT 3599 B,Scheller College of Business 103,33.776533,-84.387765,35,9,10,False,True,False,False,False
83739,MGT 3599 D,Scheller College of Business 103,33.776533,-84.387765,33,8,9,False,False,False,True,False
87283,MGT 3599 E,Scheller College of Business 103,33.776533,-84.387765,35,9,10,False,False,False,True,False
83740,MGT 3599 F,Scheller College of Business 103,33.776533,-84.387765,36,11,12,False,False,False,False,True
84093,MGT 3606 A,Scheller College of Business 102,33.776533,-84.387765,47,12,14,False,True,False,True,False
93290,MGT 3659 A,Scheller College of Business 102,33.776533,-84.387765,39,9,11,True,False,True,False,False
93291,MGT 3659 B,Scheller College of Business 224,33.776533,-84.387765,44,14,15,True,False,True,False,False
87260,MGT 3659 C,Scheller College of Business 203,33.776533,-84.387765,46,9,11,False,True,False,True,False
87582,MGT 3659 D,Scheller College of Business 221,33.776533,-84.387765,46,14,15,False,True,False,True,False
88610,MGT 3659 E,Scheller College of Business 221,33.776533,-84.387765,44,15,17,False,True,False,True,False
86157,MGT 3660 A,Scheller College of Business 202,33.776533,-84.387765,71,15,17,True,False,True,False,False
82707,MGT 3660 B,Scheller College of Business 103,33.776533,-84.387765,72,17,18,True,False,True,False,False
80691,MGT 3660 C,Scheller College of Business 101,33.776533,-84.387765,73,9,11,False,True,False,True,False
86668,MGT 3662 A,Scheller College of Business 224,33.776533,-84.387765,55,9,11,False,True,False,True,False
87257,MGT 3664 A,Scheller College of Business 224,33.776533,-84.387765,38,15,17,True,False,True,False,False
82910,MGT 3743 TM,Scheller College of Business 201,33.776533,-84.387765,42,17,18,True,False,True,False,False
88311,MGT 3745 A,Scheller College of Business 222,33.776533,-84.387765,37,15,17,True,False,True,False,False
81120,MGT 4010 A,Scheller College of Business 223,33.776533,-84.387765,19,9,11,False,True,False,True,False
80692,MGT 4026 A,Scheller College of Business 223,33.776533,-84.387765,37,11,12,True,False,True,False,False
85587,MGT 4027 A,Scheller College of Business 101,33.776533,-84.387765,11,15,17,True,False,True,False,False
93284,MGT 4030 A,Scheller College of Business 223,33.776533,-84.387765,17,12,14,True,False,True,False,False
82098,MGT 4041 A,Scheller College of Business 223,33.776533,-84.387765,18,9,11,True,False,True,False,False
85489,MGT 4050 A,Scheller College of Business 203,33.776533,-84.387765,44,14,15,True,False,True,False,False
91764,MGT 4050 B,Scheller College of Business 203,33.776533,-84.387765,37,15,17,True,False,True,False,False
83412,MGT 4052 A,Scheller College of Business 101,33.776533,-84.387765,13,11,12,True,False,True,False,False
89550,MGT 4057 A,Scheller College of Business 222,33.776533,-84.387765,14,17,18,True,False,True,False,False
84089,MGT 4067 A,Scheller College of Business 4167,33.776533,-84.387765,38,9,11,False,True,False,True,False
86177,MGT 4067 B,Scheller College of Business 4167,33.776533,-84.387765,41,12,14,False,True,False,True,False
85043,MGT 4070 A,Scheller College of Business 224,33.776533,-84.387765,66,17,18,False,True,False,True,False
91685,MGT 4072 A,Scheller College of Business 202,33.776533,-84.387765,48,9,11,False,True,False,True,False
93298,MGT 4119 A,Scheller College of Business 223,33.776533,-84.387765,36,14,15,True,False,True,False,False
83004,MGT 4193 A,Scheller College of Business 222,33.776533,-84.387765,37,14,15,False,True,False,True,False
86729,MGT 4193 HP,Scheller College of Business 222,33.776533,-84.387765,4,14,15,False,True,False,True,False
93292,MGT 4196 A,Scheller College of Business 223,33.776533,-84.387765,22,12,14,False,True,False,True,False
88320,MGT 4220 A,Scheller College of Business 223,33.776533,-84.387765,27,14,15,False,True,False,True,False
86168,MGT 4304 A,Scheller College of Business 102,33.776533,-84.387765,38,15,17,True,False,True,False,False
84244,MGT 4311 A,Scheller College of Business 103,33.776533,-84.387765,47,12,14,False,True,False,True,False
87264,MGT 4360 A,Scheller College of Business 221,33.776533,-84.387765,34,12,14,True,False,True,False,False
85754,MGT 4366 A,Scheller College of Business 221,33.776533,-84.387765,25,15,17,True,False,True,False,False
89705,MGT 4369 A,Scheller College of Business 221,33.776533,-84.387765,18,17,18,True,False,True,False,False
86645,MGT 4401 A,Scheller College of Business 221,33.776533,-84.387765,24,11,12,True,False,True,False,False
85586,MGT 4450 A,Scheller College of Business 201,33.776533,-84.387765,40,14,15,True,False,True,False,False
90660,MGT 4670 A,Scheller College of Business 202,33.776533,-84.387765,35,17,18,True,False,True,False,False
85639,MGT 4726 A,Scheller College of Business 200,33.776533,-84.387765,24,18,21,True,False,False,False,False
83010,MGT 4741 TM,Scheller College of Business 200,33.776533,-84.387765,38,17,18,True,False,True,False,False
86178,MGT 4803 A,Scheller College of Business 4167,33.776533,-84.387765,40,14,15,False,True,False,True,False
86737,MGT 4803 B,Scheller College of Business 4167,33.776533,-84.387765,10,14,15,True,False,True,False,False
87265,MGT 4803 C,Scheller College of Business 221,33.776533,-84.387765,24,14,15,True,False,True,False,False
87457,MGT 4803 D,Scheller College of Business 4167,33.776533,-84.387765,4,12,14,True,False,True,False,False
87669,MGT 4803 E,Scheller College of Business 101,33.776533,-84.387765,33,12,14,True,False,True,False,False
85715,MGT 4803 L01,Klaus Advanced Computing 2448,33.777107,-84.395817,2,12,14,False,True,False,True,False
